Filename,Image_Type,Pair,Level_Engagement,Actual_Status
presenting_1772191582585_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191582585_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191582585_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191582585_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191582585_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191582585_depth.png,Depth,"[1, 2]",,
presenting_1772191582585_depth.png,Depth,"[1, 3]",,
presenting_1772191582585_depth.png,Depth,"[1, 4]",,
presenting_1772191582585_depth.png,Depth,"[2, 3]",,
presenting_1772191582585_depth.png,Depth,"[2, 4]",,
presenting_1772191582585_depth.png,Depth,"[3, 4]",,
presenting_1772191582585_raw.jpg,Raw,"[1, 2]",,
presenting_1772191582585_raw.jpg,Raw,"[1, 3]",,
presenting_1772191582585_raw.jpg,Raw,"[1, 4]",,
presenting_1772191582585_raw.jpg,Raw,"[2, 3]",,
presenting_1772191582585_raw.jpg,Raw,"[2, 4]",,
presenting_1772191582585_raw.jpg,Raw,"[3, 4]",,
presenting_1772191586383_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191586383_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191586383_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191586383_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191586383_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191586383_annotated.jpg,Annotated,"[3, 4]",,
presenting_1772191586383_depth.png,Depth,"[1, 2]",,
presenting_1772191586383_depth.png,Depth,"[1, 3]",,
presenting_1772191586383_depth.png,Depth,"[1, 4]",,
presenting_1772191586383_depth.png,Depth,"[2, 3]",,
presenting_1772191586383_depth.png,Depth,"[2, 4]",,
presenting_1772191586383_depth.png,Depth,"[3, 4]",,
presenting_1772191586383_raw.jpg,Raw,"[1, 2]",,
presenting_1772191586383_raw.jpg,Raw,"[1, 3]",,
presenting_1772191586383_raw.jpg,Raw,"[1, 4]",,
presenting_1772191586383_raw.jpg,Raw,"[2, 3]",,
presenting_1772191586383_raw.jpg,Raw,"[2, 4]",,
presenting_1772191586383_raw.jpg,Raw,"[3, 4]",,
presenting_1772191592938_annotated.jpg,Annotated,"[1, 2]",,
presenting_1772191592938_annotated.jpg,Annotated,"[1, 3]",,
presenting_1772191592938_annotated.jpg,Annotated,"[1, 4]",,
presenting_1772191592938_annotated.jpg,Annotated,"[2, 3]",,
presenting_1772191592938_annotated.jpg,Annotated,"[2, 4]",,
presenting_1772191592938_annotated.jpg,Annotated,"[3, 4]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[1, 2]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[1, 3]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[1, 4]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[2, 3]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[2, 4]",,
proxemics_1772191356312_annotated.jpg,Annotated,"[3, 4]",,
proxemics_1772191356312_depth.png,Depth,"[1, 2]",,
proxemics_1772191356312_depth.png,Depth,"[1, 3]",,
proxemics_1772191356312_depth.png,Depth,"[1, 4]",,
proxemics_1772191356312_depth.png,Depth,"[2, 3]",,
proxemics_1772191356312_depth.png,Depth,"[2, 4]",,
proxemics_1772191356312_depth.png,Depth,"[3, 4]",,
proxemics_1772191356312_raw.jpg,Raw,"[1, 2]",,
proxemics_1772191356312_raw.jpg,Raw,"[1, 3]",,
proxemics_1772191356312_raw.jpg,Raw,"[1, 4]",,
proxemics_1772191356312_raw.jpg,Raw,"[2, 3]",,
proxemics_1772191356312_raw.jpg,Raw,"[2, 4]",,
proxemics_1772191356312_raw.jpg,Raw,"[3, 4]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[1, 2]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[1, 3]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[1, 4]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[2, 3]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[2, 4]",,
proxemics_1772191368050_annotated.jpg,Annotated,"[3, 4]",,
proxemics_1772191368050_depth.png,Depth,"[1, 2]",,
proxemics_1772191368050_depth.png,Depth,"[1, 3]",,
proxemics_1772191368050_depth.png,Depth,"[1, 4]",,
proxemics_1772191368050_depth.png,Depth,"[2, 3]",,
proxemics_1772191368050_depth.png,Depth,"[2, 4]",,
proxemics_1772191368050_depth.png,Depth,"[3, 4]",,
proxemics_1772191368050_raw.jpg,Raw,"[1, 2]",,
proxemics_1772191368050_raw.jpg,Raw,"[1, 3]",,
proxemics_1772191368050_raw.jpg,Raw,"[1, 4]",,
proxemics_1772191368050_raw.jpg,Raw,"[2, 3]",,
proxemics_1772191368050_raw.jpg,Raw,"[2, 4]",,
proxemics_1772191368050_raw.jpg,Raw,"[3, 4]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[1, 2]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[1, 3]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[1, 4]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[2, 3]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[2, 4]",,
proxemics_1772191450655_annotated.jpg,Annotated,"[3, 4]",,
proxemics_1772191450655_depth.png,Depth,"[1, 2]",,
proxemics_1772191450655_depth.png,Depth,"[1, 3]",,
proxemics_1772191450655_depth.png,Depth,"[1, 4]",,
proxemics_1772191450655_depth.png,Depth,"[2, 3]",,
proxemics_1772191450655_depth.png,Depth,"[2, 4]",,
proxemics_1772191450655_depth.png,Depth,"[3, 4]",,
proxemics_1772191450655_raw.jpg,Raw,"[1, 2]",,
proxemics_1772191450655_raw.jpg,Raw,"[1, 3]",,
proxemics_1772191450655_raw.jpg,Raw,"[1, 4]",,
proxemics_1772191450655_raw.jpg,Raw,"[2, 3]",,
proxemics_1772191450655_raw.jpg,Raw,"[2, 4]",,
proxemics_1772191450655_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197429407_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197429407_depth.png,Depth,"[1, 2]",,
sharedtask_1772197429407_depth.png,Depth,"[1, 3]",,
sharedtask_1772197429407_depth.png,Depth,"[1, 4]",,
sharedtask_1772197429407_depth.png,Depth,"[2, 3]",,
sharedtask_1772197429407_depth.png,Depth,"[2, 4]",,
sharedtask_1772197429407_depth.png,Depth,"[3, 4]",,
sharedtask_1772197429407_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197429407_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197429407_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197429407_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197429407_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197429407_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197524897_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197524897_depth.png,Depth,"[1, 2]",,
sharedtask_1772197524897_depth.png,Depth,"[1, 3]",,
sharedtask_1772197524897_depth.png,Depth,"[1, 4]",,
sharedtask_1772197524897_depth.png,Depth,"[2, 3]",,
sharedtask_1772197524897_depth.png,Depth,"[2, 4]",,
sharedtask_1772197524897_depth.png,Depth,"[3, 4]",,
sharedtask_1772197524897_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197524897_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197524897_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197524897_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197524897_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197524897_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197527677_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197527677_depth.png,Depth,"[1, 2]",,
sharedtask_1772197527677_depth.png,Depth,"[1, 3]",,
sharedtask_1772197527677_depth.png,Depth,"[1, 4]",,
sharedtask_1772197527677_depth.png,Depth,"[2, 3]",,
sharedtask_1772197527677_depth.png,Depth,"[2, 4]",,
sharedtask_1772197527677_depth.png,Depth,"[3, 4]",,
sharedtask_1772197527677_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197527677_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197527677_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197527677_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197527677_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197527677_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197536951_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197536951_depth.png,Depth,"[1, 2]",,
sharedtask_1772197536951_depth.png,Depth,"[1, 3]",,
sharedtask_1772197536951_depth.png,Depth,"[1, 4]",,
sharedtask_1772197536951_depth.png,Depth,"[2, 3]",,
sharedtask_1772197536951_depth.png,Depth,"[2, 4]",,
sharedtask_1772197536951_depth.png,Depth,"[3, 4]",,
sharedtask_1772197536951_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197536951_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197536951_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197536951_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197536951_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197536951_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197635391_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197635391_depth.png,Depth,"[1, 2]",,
sharedtask_1772197635391_depth.png,Depth,"[1, 3]",,
sharedtask_1772197635391_depth.png,Depth,"[1, 4]",,
sharedtask_1772197635391_depth.png,Depth,"[2, 3]",,
sharedtask_1772197635391_depth.png,Depth,"[2, 4]",,
sharedtask_1772197635391_depth.png,Depth,"[3, 4]",,
sharedtask_1772197635391_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197635391_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197635391_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197635391_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197635391_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197635391_raw.jpg,Raw,"[3, 4]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[1, 2]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[1, 3]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[1, 4]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[2, 3]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[2, 4]",,
sharedtask_1772197675834_annotated.jpg,Annotated,"[3, 4]",,
sharedtask_1772197675834_depth.png,Depth,"[1, 2]",,
sharedtask_1772197675834_depth.png,Depth,"[1, 3]",,
sharedtask_1772197675834_depth.png,Depth,"[1, 4]",,
sharedtask_1772197675834_depth.png,Depth,"[2, 3]",,
sharedtask_1772197675834_depth.png,Depth,"[2, 4]",,
sharedtask_1772197675834_depth.png,Depth,"[3, 4]",,
sharedtask_1772197675834_raw.jpg,Raw,"[1, 2]",,
sharedtask_1772197675834_raw.jpg,Raw,"[1, 3]",,
sharedtask_1772197675834_raw.jpg,Raw,"[1, 4]",,
sharedtask_1772197675834_raw.jpg,Raw,"[2, 3]",,
sharedtask_1772197675834_raw.jpg,Raw,"[2, 4]",,
sharedtask_1772197675834_raw.jpg,Raw,"[3, 4]",,
